title,author,summary,goodreads_rating,amazon_link,cover_image,difficulty_level,tags,industry_focus,learning_style
"Value Proposition Design: How to Create Products and Services Customers Want","Alexander Osterwalder, Yves Pigneur, Greg Bernarda, Alan Smith","A guide to designing value propositions and creating products that customers actually want.",4.1,"https://www.amazon.com/dp/1118968050","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328831036i/840.jpg",intermediate,"value proposition, customer value, product design","general","practical, theoretical"
"Business Model Generation: A Handbook for Visionaries, Game Changers, and Challengers","Alexander Osterwalder, Yves Pigneur","A comprehensive guide to business model design and innovation for product managers.",4.1,"https://www.amazon.com/dp/0470876417","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328831036i/840.jpg",intermediate,"business model, innovation, strategy, design","general","theoretical, practical"
"Competitive Strategy: Techniques for Analyzing Industries and Competitors","Michael E. Porter","A classic guide to competitive analysis and strategic positioning for product managers.",4.1,"https://www.amazon.com/dp/0684841487","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328831036i/840.jpg",advanced,"competitive analysis, strategy, positioning, industry analysis","general","theoretical, case_studies"
"Blue Ocean Strategy: How to Create Uncontested Market Space and Make the Competition Irrelevant","W. Chan Kim, Renée Mauborgne","A guide to creating new market spaces and innovative product strategies that avoid direct competition.",4.1,"https://www.amazon.com/dp/1591396190","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328831036i/840.jpg",intermediate,"strategy, innovation, market creation, competitive advantage","general","theoretical, case_studies"
"Crossing the Chasm: Marketing and Selling Disruptive Products to Mainstream Customers","Geoffrey A. Moore","A guide to marketing and selling innovative products to mainstream customers, essential for product managers.",4.1,"https://www.amazon.com/dp/0062292986","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328831036i/840.jpg",intermediate,"marketing, sales, disruptive products, mainstream adoption","general","theoretical, case_studies"
"Inside the Tornado: Strategies for Developing, Leveraging, and Surviving Hypergrowth Markets","Geoffrey A. Moore","A guide to managing hypergrowth and scaling products in rapidly expanding markets.",4.0,"https://www.amazon.com/dp/0887308244","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328831036i/840.jpg",advanced,"hypergrowth, scaling, market expansion, strategy","general","theoretical, case_studies"
"The Innovator's Dilemma: When New Technologies Cause Great Firms to Fail","Clayton M. Christensen","A classic on disruptive innovation and why successful companies often fail to adapt to new technologies.",4.1,"https://www.amazon.com/dp/1633691784","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328831036i/840.jpg",advanced,"disruptive innovation, technology, strategy, business models","general","theoretical, case_studies"
"The Innovator's Solution: Creating and Sustaining Successful Growth","Clayton M. Christensen, Michael E. Raynor","A follow-up to The Innovator's Dilemma, focusing on how to create and sustain successful growth through innovation.",4.1,"https://www.amazon.com/dp/1578518520","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328831036i/840.jpg",advanced,"innovation, growth, strategy, sustainability","general","theoretical, case_studies"
"Jobs to be Done: Theory to Practice","Anthony W. Ulwick","A guide to the Jobs to be Done framework for understanding customer needs and creating better products.",4.1,"https://www.amazon.com/dp/0990476302","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328831036i/840.jpg",intermediate,"jobs to be done, customer needs, innovation, theory","general","theoretical, practical"
"Competing Against Luck: The Story of Innovation and Customer Choice","Clayton M. Christensen, Taddy Hall, Karen Dillon, David S. Duncan","A guide to understanding customer choice and innovation through the Jobs to be Done theory.",4.1,"https://www.amazon.com/dp/0062435612","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328831036i/840.jpg",intermediate,"jobs to be done, customer choice, innovation, theory","general","theoretical, case_studies"
"Switch: How to Change Things When Change Is Hard","Chip Heath, Dan Heath","A guide to managing change and influencing behavior in product teams and organizations.",4.1,"https://www.amazon.com/dp/0385528752","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328831036i/840.jpg",intermediate,"change management, influence, behavior, psychology","general","practical, case_studies"
"Made to Stick: Why Some Ideas Survive and Others Die","Chip Heath, Dan Heath","A guide to creating memorable and persuasive ideas, essential for product communication and marketing.",4.1,"https://www.amazon.com/dp/1400064287","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328831036i/840.jpg",intermediate,"communication, persuasion, ideas, marketing","general","practical, case_studies"
"Decisive: How to Make Better Choices in Life and Work","Chip Heath, Dan Heath","A guide to improving decision-making skills, crucial for product managers facing complex choices.",4.1,"https://www.amazon.com/dp/0307956393","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328831036i/840.jpg",intermediate,"decision making, choices, psychology, leadership","general","practical, theoretical"
"The Power of Habit: Why We Do What We Do in Life and Business","Charles Duhigg","An exploration of how habits work and how they can be changed, relevant for product design and user behavior.",4.1,"https://www.amazon.com/dp/081298160X","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328831036i/840.jpg",intermediate,"habits, behavior change, psychology, user behavior","general","theoretical, case_studies"
"Nudge: Improving Decisions About Health, Wealth, and Happiness","Richard H. Thaler, Cass R. Sunstein","A guide to using behavioral economics to influence decisions and improve user experience.",4.1,"https://www.amazon.com/dp/014311526X","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328831036i/840.jpg",intermediate,"behavioral economics, decision making, influence, psychology","general","theoretical, practical"
"Predictably Irrational: The Hidden Forces That Shape Our Decisions","Dan Ariely","An exploration of irrational decision-making and how it affects user behavior and product design.",4.1,"https://www.amazon.com/dp/006135323X","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328831036i/840.jpg",intermediate,"behavioral economics, irrationality, decision making, psychology","general","theoretical, case_studies"
"Thinking in Systems: A Primer","Donella H. Meadows","A guide to systems thinking and understanding complex interactions in products and organizations.",4.1,"https://www.amazon.com/dp/1603580557","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328831036i/840.jpg",advanced,"systems thinking, complexity, interactions, modeling","general","theoretical"
"Team of Teams: New Rules of Engagement for a Complex World","General Stanley McChrystal, Tantum Collins, David Silverman, Chris Fussell","A guide to organizational structure and leadership for complex, fast-changing environments.",4.1,"https://www.amazon.com/dp/1591847486","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328831036i/840.jpg",advanced,"leadership, organizational structure, complexity, teams","general","theoretical, case_studies"
"Radical Candor: Be a Kick-Ass Boss Without Losing Your Humanity","Kim Scott","A guide to effective leadership and feedback in product teams and organizations.",4.1,"https://www.amazon.com/dp/1250103509","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328831036i/840.jpg",intermediate,"leadership, feedback, management, communication","general","practical, case_studies"
"High Output Management","Andrew S. Grove","A classic guide to management and leadership from Intel's former CEO, with lessons for product managers.",4.1,"https://www.amazon.com/dp/0679762884","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328831036i/840.jpg",advanced,"management, leadership, operations, strategy","general","theoretical, case_studies"
"First, Break All the Rules: What the World's Greatest Managers Do Differently","Marcus Buckingham, Curt Coffman","Research-based insights on what makes great managers and leaders in product organizations.",4.1,"https://www.amazon.com/dp/0684852861","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328831036i/840.jpg",intermediate,"management, leadership, research, best practices","general","theoretical, case_studies"
"Drive: The Surprising Truth About What Motivates Us","Daniel H. Pink","An exploration of motivation and what drives people to perform at their best in product teams.",4.1,"https://www.amazon.com/dp/1594484805","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328831036i/840.jpg",intermediate,"motivation, psychology, leadership, performance","general","theoretical, case_studies"
"Start with Why: How Great Leaders Inspire Everyone to Take Action","Simon Sinek","A guide to finding purpose and inspiring teams through clear communication of vision and values.",4.1,"https://www.amazon.com/dp/1591846447","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328831036i/840.jpg",intermediate,"leadership, purpose, vision, communication","general","practical, case_studies"
"Leaders Eat Last: Why Some Teams Pull Together and Others Don't","Simon Sinek","A guide to building trust and creating environments where teams can thrive and collaborate effectively.",4.1,"https://www.amazon.com/dp/1591848016","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328831036i/840.jpg",intermediate,"leadership, trust, teamwork, collaboration","general","practical, case_studies" 
